codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0060,0136,0184,0185,0190,0192,0194,0501,0510,0517
23,Capital,001,0009A,0251,346,40,8,43,14,5,0,16,5,5,4,127,10,2
23,Capital,001,0009A,0252,346,19,10,54,12,0,0,9,8,7,4,132,12,10
23,Capital,001,0009A,0253,346,45,9,69,10,3,0,11,5,4,1,116,10,8
23,Capital,001,0009A,0254,346,3,5,52,15,3,0,14,1,11,2,122,15,8
23,Capital,001,0009A,0255,346,0,0,69,14,4,0,11,5,7,1,105,13,6
23,Capital,001,0009A,0256,345,4,7,48,0,2,0,0,0,4,1,131,15,1
23,Capital,001,0009A,0257,345,31,7,54,18,5,0,15,0,4,4,110,12,6
23,Capital,001,0009A,0258,345,0,0,45,12,3,0,14,0,12,0,133,10,8
23,Capital,001,0009A,0259,345,37,7,61,11,6,0,14,1,5,3,114,21,3
23,Capital,001,0009A,0260,345,2,2,54,7,4,0,5,3,7,2,137,18,9
23,Capital,001,0009A,0261,345,6,3,62,10,3,0,0,9,8,0,131,13,5
23,Capital,001,0009A,0262,345,29,5,44,16,7,0,15,6,3,1,128,11,12
23,Capital,001,0009A,0263,345,6,2,39,16,2,0,12,7,8,1,138,10,9
23,Capital,001,0009A,0264,345,1,5,62,13,2,0,14,3,2,3,128,22,3
23,Capital,001,0009A,0265,345,1,6,71,16,7,0,8,0,1,0,110,17,15
23,Capital,001,0009A,0266,345,0,6,41,12,5,0,11,0,6,0,131,19,0
23,Capital,001,0009A,0267,345,4,2,50,16,2,0,15,4,8,4,120,27,14
23,Capital,001,0009A,0268,345,37,7,67,17,1,0,13,6,4,4,112,17,8
23,Capital,001,0009A,0269,345,6,1,62,18,3,0,14,2,6,4,112,12,6
23,Capital,001,0009A,0270,345,29,8,60,12,1,0,13,3,6,2,108,22,7
23,Capital,001,0009A,0271,345,26,10,53,19,1,0,16,7,2,1,115,23,5
23,Capital,001,0009A,0272,345,1,4,46,12,3,0,18,7,7,2,121,14,13
23,Capital,001,0009A,0273,345,36,3,48,15,9,0,14,7,4,5,110,14,4
23,Capital,001,0009A,0274,345,31,3,59,8,0,0,11,8,5,0,121,8,12
23,Capital,001,0009A,0275,345,3,5,46,12,4,0,14,9,5,2,109,26,9
23,Capital,001,0009A,0276,345,27,11,61,11,4,0,9,9,8,2,101,21,4
23,Capital,001,0009A,0277,345,50,5,50,9,3,0,10,0,6,3,107,11,6
23,Capital,001,0009A,0278,345,35,5,54,15,2,6,11,14,8,3,106,19,5
23,Capital,001,0009A,0279,345,38,10,49,10,5,0,8,6,6,8,116,18,8
23,Capital,001,0009A,0280,345,2,5,55,14,1,0,15,8,7,4,142,10,10
23,Capital,001,0010 ,0281,347,2,4,38,8,1,0,7,7,0,0,171,7,5
23,Capital,001,0010 ,0282,347,20,5,37,0,1,0,15,0,5,3,162,8,8
23,Capital,001,0010 ,0283,347,0,0,35,10,6,6,16,4,4,4,138,11,11
