codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00095,00005,00009,00094,00079,00006,00061,00004
22,001,CAPITAL,05101,093967,0,0,13,140,25,44,19,6,0,4,5
22,001,CAPITAL,05101,093968,0,0,18,117,29,65,14,5,0,6,3
22,001,CAPITAL,05101,093969,0,0,21,124,23,70,15,5,0,2,6
22,001,CAPITAL,05101,093970,0,0,16,100,19,70,20,3,0,3,10
22,001,CAPITAL,05101,093971,0,0,14,123,36,52,4,6,0,2,5
22,001,CAPITAL,05101,093972,0,0,4,140,22,57,12,5,2,1,1
22,001,CAPITAL,05101,093973,0,0,17,133,24,47,15,5,1,2,4
22,001,CAPITAL,05101,093974,0,0,15,120,30,65,14,4,2,2,1
22,001,CAPITAL,05101,093975,0,0,20,103,26,57,23,7,1,4,2
22,001,CAPITAL,05101,093976,0,0,0,109,14,76,9,5,1,2,11
22,001,CAPITAL,05101,093977,0,0,22,98,19,78,17,6,0,1,4
22,001,CAPITAL,05101,093978,0,0,24,116,39,51,13,7,1,4,10
22,001,CAPITAL,05101,093979,0,0,24,88,34,69,25,11,0,2,10
22,001,CAPITAL,05101,093980,0,0,15,110,34,62,12,7,0,3,6
22,001,CAPITAL,05101,093981,0,0,20,114,36,55,20,7,1,1,6
22,001,CAPITAL,05101,093982,0,0,17,114,29,51,13,6,0,5,5
22,001,CAPITAL,05101,093983,0,0,15,115,26,71,16,7,0,5,9
22,001,CAPITAL,05102,093984,0,0,17,143,48,47,12,8,0,1,12
22,001,CAPITAL,05102,093985,0,0,24,146,29,41,12,5,0,1,3
22,001,CAPITAL,05102,093986,0,0,18,125,47,39,12,6,3,5,1
22,001,CAPITAL,05102,093987,0,0,24,131,30,50,15,6,0,6,4
22,001,CAPITAL,05102,093988,0,0,20,125,42,41,9,10,2,1,3
22,001,CAPITAL,05102,093989,0,0,26,149,46,31,8,4,0,2,4
22,001,CAPITAL,05102,093990,0,0,2,123,39,49,0,0,0,4,0
22,001,CAPITAL,05102,093991,0,0,10,141,51,35,19,10,0,0,3
22,001,CAPITAL,05102,093992,0,0,13,128,58,56,15,5,1,1,2
22,001,CAPITAL,05102,093993,0,0,14,153,36,37,18,9,2,1,0
22,001,CAPITAL,05102,093994,0,0,16,144,42,44,11,7,0,0,1
22,001,CAPITAL,05102,093995,0,0,26,55,8,38,15,3,121,4,2
22,001,CAPITAL,05102,093996,0,0,0,143,37,57,8,8,3,2,5
22,001,CAPITAL,05102,093997,0,0,32,107,43,48,20,7,1,3,6
22,001,CAPITAL,05102,093998,0,0,13,161,42,31,12,6,0,1,4
22,001,CAPITAL,05102,093999,0,0,22,146,35,40,10,0,1,2,3
22,001,CAPITAL,05102,094000,0,0,34,132,38,45,13,5,1,3,6
22,001,CAPITAL,05102,094001,0,0,2,135,43,38,18,6,1,13,2
