codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00024,00036,00037,00050,00067
15,001,Confluencia,03660,074419,0,0,7,7,18,65,135,28
15,001,Confluencia,03660,074420,0,0,8,9,13,59,151,27
15,001,Confluencia,03660,074421,0,0,17,8,12,52,156,30
15,001,Confluencia,03660,074422,0,0,8,8,13,65,139,34
15,001,Confluencia,03660,074423,0,0,10,7,15,54,150,36
15,001,Confluencia,03660,074424,0,0,17,9,17,53,143,30
15,001,Confluencia,03660,074425,0,0,17,10,14,44,138,42
15,001,Confluencia,03660,074426,0,0,12,7,20,48,127,40
15,001,Confluencia,03660,074427,0,0,13,8,14,55,157,21
15,001,Confluencia,03660,074428,0,0,19,14,14,51,150,27
15,001,Confluencia,03660,101005,0,0,0,0,0,0,0,0
15,001,Confluencia,03660,101006,0,0,0,0,0,0,0,0
15,001,Confluencia,03661,074429,0,0,12,10,15,57,148,34
15,001,Confluencia,03661,074430,0,0,15,15,17,58,129,44
15,001,Confluencia,03661,074431,0,0,16,8,20,49,172,30
15,001,Confluencia,03661,074432,0,0,16,9,17,71,131,36
15,001,Confluencia,03661,074433,0,0,9,12,13,68,142,38
15,001,Confluencia,03661,074434,0,0,0,0,0,0,0,0
15,001,Confluencia,03661,074435,0,0,9,10,18,70,146,32
15,001,Confluencia,03661,074436,0,0,13,9,9,71,142,31
15,001,Confluencia,03661,074437,0,0,15,12,14,66,131,32
15,001,Confluencia,03661,074438,0,0,17,10,17,59,152,29
15,001,Confluencia,03661,074439,0,0,14,8,14,68,144,35
15,001,Confluencia,03661,074440,0,0,14,5,23,65,133,36
15,001,Confluencia,03661,074441,0,0,8,15,19,73,120,41
15,001,Confluencia,03661,074442,0,0,21,7,19,57,143,37
15,001,Confluencia,03661,074443,0,0,16,10,13,72,124,31
15,001,Confluencia,03661,074444,0,0,16,8,14,59,140,22
15,001,Confluencia,03661,074445,0,0,17,12,20,67,120,32
15,001,Confluencia,03661,074446,0,0,8,10,11,73,139,41
15,001,Confluencia,03662,074447,0,0,33,17,18,92,67,41
15,001,Confluencia,03662,074448,0,0,22,13,17,69,109,52
15,001,Confluencia,03662,074449,0,0,20,12,12,82,92,55
