codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00067,00005,00066
05,001,CAPITAL,02038,054616,0,0,1,14,95,105,12
05,001,CAPITAL,02038,054617,0,0,2,13,98,107,14
05,001,CAPITAL,02038,054618,0,0,5,13,79,134,12
05,001,CAPITAL,02038,054619,0,0,20,15,90,124,7
05,001,CAPITAL,02038,054620,0,0,15,15,92,114,6
05,001,CAPITAL,02038,054621,0,0,14,17,87,130,14
05,001,CAPITAL,02038,054622,0,0,0,12,94,129,14
05,001,CAPITAL,02038,054623,0,0,1,15,87,123,11
05,001,CAPITAL,02038,054624,0,0,2,9,80,138,19
05,001,CAPITAL,02038,054625,0,0,3,19,80,133,0
05,001,CAPITAL,02038,054626,0,0,2,17,94,121,10
05,001,CAPITAL,02038,054627,0,0,17,16,116,103,6
05,001,CAPITAL,02038,054628,0,0,17,14,100,123,9
05,001,CAPITAL,02038,054629,0,0,23,13,123,98,7
05,001,CAPITAL,02038,054630,0,0,3,15,96,126,10
05,001,CAPITAL,02038,054631,0,0,0,8,79,118,18
05,001,CAPITAL,02038,054632,0,0,8,13,92,115,15
05,001,CAPITAL,02038,054633,0,0,0,11,80,117,13
05,001,CAPITAL,02038,054634,0,0,1,13,70,144,0
05,001,CAPITAL,02038,054635,0,0,5,8,73,125,10
05,001,CAPITAL,02038,054636,0,0,6,13,71,156,7
05,001,CAPITAL,02038,054637,0,0,27,22,80,123,10
05,001,CAPITAL,02038,054638,0,0,0,6,75,118,7
05,001,CAPITAL,02038,054639,0,0,16,8,85,101,10
05,001,CAPITAL,02039,054640,0,0,13,12,66,154,15
05,001,CAPITAL,02039,054641,0,0,23,18,82,111,14
05,001,CAPITAL,02039,054642,0,0,0,16,68,136,14
05,001,CAPITAL,02039,054643,0,0,22,21,64,134,9
05,001,CAPITAL,02039,054644,0,0,4,13,72,169,6
05,001,CAPITAL,02039,054645,0,0,6,13,55,147,16
05,001,CAPITAL,02039,054646,0,0,13,9,74,148,13
05,001,CAPITAL,02039,054647,0,0,4,19,80,135,8
05,001,CAPITAL,02039,054648,0,0,27,14,81,134,8
05,001,CAPITAL,02039,054649,0,0,5,12,81,147,7
05,001,CAPITAL,02039,054650,0,0,0,16,92,123,9
05,001,CAPITAL,02039,054651,0,0,31,4,80,131,10
05,001,CAPITAL,02039,054652,0,0,3,16,77,138,16
05,001,CAPITAL,02039,054653,0,0,29,13,93,135,15
05,001,CAPITAL,02039,054654,0,0,35,11,76,112,15
05,001,CAPITAL,02039,054655,0,0,0,17,82,143,10
05,001,CAPITAL,02039,054656,0,0,1,16,73,133,14
05,001,CAPITAL,02039,054657,0,0,0,51,67,146,17
05,001,CAPITAL,02039,054658,0,0,24,21,78,134,6
05,001,CAPITAL,02039,054659,0,0,8,14,73,129,15
05,001,CAPITAL,02039,054660,0,0,36,12,70,117,12
05,001,CAPITAL,02039,054661,0,0,22,9,65,164,3
05,001,CAPITAL,02039,054662,0,0,3,20,85,117,8
05,001,CAPITAL,02039,054663,0,0,25,15,68,150,16
05,001,CAPITAL,02039,054664,0,0,2,18,78,137,11
05,001,CAPITAL,02039,054665,0,0,27,20,73,133,8
05,001,CAPITAL,02039,054666,0,0,5,14,78,120,8
05,001,CAPITAL,02039,054667,0,0,4,18,62,143,6
05,001,CAPITAL,02039,054668,0,0,7,8,39,96,3
05,001,CAPITAL,02039,054669,0,0,2,3,50,65,6
05,001,CAPITAL,02040,054670,0,0,7,13,115,65,0
05,001,CAPITAL,02040,054671,0,0,2,14,112,70,5
05,001,CAPITAL,02040,054672,0,0,4,5,114,61,8
05,001,CAPITAL,02040,054673,0,0,6,6,106,94,7
05,001,CAPITAL,02040,054674,0,0,0,8,119,62,8
05,001,CAPITAL,02040,054675,0,0,0,13,132,50,10
05,001,CAPITAL,02040,054676,0,0,30,12,108,47,10
05,001,CAPITAL,02040,054677,0,0,2,11,116,75,7
05,001,CAPITAL,02040,054678,0,0,1,8,121,58,5
05,001,CAPITAL,02040,054679,0,0,6,9,116,73,6
05,001,CAPITAL,02040,054680,0,0,2,6,109,89,6
05,001,CAPITAL,02040,054681,0,0,0,12,137,74,5
05,001,CAPITAL,02040,054682,0,0,1,10,108,64,4
05,001,CAPITAL,02040,054683,0,0,0,9,133,61,6
05,001,CAPITAL,02040,054684,0,0,4,8,115,65,5
05,001,CAPITAL,02040,054685,0,0,5,7,38,75,0
05,001,CAPITAL,02040,054686,0,0,2,16,104,77,6
05,001,CAPITAL,02040,054687,0,0,0,17,107,74,7
05,001,CAPITAL,02040,054688,0,0,1,5,132,55,11
05,001,CAPITAL,02040,054689,0,0,0,14,105,89,3
05,001,CAPITAL,02040,054690,0,0,6,19,96,80,3
05,001,CAPITAL,02040,054691,0,0,0,12,118,70,6
05,001,CAPITAL,02040,054692,0,0,0,14,111,77,4
05,001,CAPITAL,02040,054693,0,0,0,13,111,66,9
05,001,CAPITAL,02040,054694,0,0,2,11,118,85,2
05,001,CAPITAL,02040,054695,0,0,2,5,79,47,0
05,001,CAPITAL,02040,054696,0,0,0,9,77,36,3
05,001,CAPITAL,02041,054697,0,0,16,12,74,133,20
05,001,CAPITAL,02041,054698,0,0,36,7,69,134,19
05,001,CAPITAL,02041,054699,0,0,23,12,34,28,13
05,001,CAPITAL,02041,054700,0,0,18,1,91,124,0
05,001,CAPITAL,02041,054701,0,0,0,10,82,144,15
05,001,CAPITAL,02041,054702,0,0,42,14,88,119,21
05,001,CAPITAL,02041,054703,0,0,1,10,70,127,14
05,001,CAPITAL,02041,054704,0,0,2,11,78,136,14
05,001,CAPITAL,02041,054705,0,0,0,10,60,152,21
05,001,CAPITAL,02041,054706,0,0,0,11,82,121,17
05,001,CAPITAL,02041,054707,0,0,4,12,75,137,15
05,001,CAPITAL,02041,054708,0,0,1,0,46,116,0
05,001,CAPITAL,02041,054709,0,0,4,17,105,106,14
05,001,CAPITAL,02041,054710,0,0,32,12,79,129,17
05,001,CAPITAL,02041,054711,0,0,2,16,66,123,20
05,001,CAPITAL,02041,054712,0,0,21,7,68,144,12
05,001,CAPITAL,02041,054713,0,0,27,12,83,109,17
05,001,CAPITAL,02041,054714,0,0,34,14,99,114,0
05,001,CAPITAL,02041,054715,0,0,3,13,78,123,6
05,001,CAPITAL,02041,054716,0,0,1,13,77,134,19
05,001,CAPITAL,02041,054717,0,0,20,12,55,144,18
05,001,CAPITAL,02041,054718,0,0,4,11,68,125,21
05,001,CAPITAL,02041,054719,0,0,2,10,72,143,19
05,001,CAPITAL,02041,054720,0,0,2,7,98,120,13
05,001,CAPITAL,02041,054721,0,0,18,15,100,99,17
05,001,CAPITAL,02041,054722,0,0,36,12,86,110,20
05,001,CAPITAL,02041,054723,0,0,20,12,95,137,8
